passenger_id,service_date,period,arrival_time,service_start_time,service_end_time,server_id,servers_scheduled
SYN-20260113-AFTERNOONPEAK-0105,2026-01-13,Afternoon peak,2026-01-13T15:49:14Z,2026-01-13T15:49:14Z,2026-01-13T15:49:40Z,4,5
SYN-20260113-AFTERNOONPEAK-0106,2026-01-13,Afternoon peak,2026-01-13T15:52:52Z,2026-01-13T15:52:52Z,2026-01-13T16:00:18Z,4,5
SYN-20260113-AFTERNOONPEAK-0107,2026-01-13,Afternoon peak,2026-01-13T15:53:13Z,2026-01-13T15:53:13Z,2026-01-13T15:53:41Z,5,5
SYN-20260113-AFTERNOONPEAK-0108,2026-01-13,Afternoon peak,2026-01-13T15:53:42Z,2026-01-13T15:53:42Z,2026-01-13T15:54:07Z,3,5
SYN-20260113-AFTERNOONPEAK-0109,2026-01-13,Afternoon peak,2026-01-13T15:53:48Z,2026-01-13T15:53:48Z,2026-01-13T15:53:56Z,2,5
SYN-20260113-AFTERNOONPEAK-0110,2026-01-13,Afternoon peak,2026-01-13T15:53:48Z,2026-01-13T15:53:48Z,2026-01-13T16:00:32Z,1,5
SYN-20260113-AFTERNOONPEAK-0111,2026-01-13,Afternoon peak,2026-01-13T15:54:16Z,2026-01-13T15:54:16Z,2026-01-13T15:55:14Z,5,5
SYN-20260113-AFTERNOONPEAK-0112,2026-01-13,Afternoon peak,2026-01-13T15:55:36Z,2026-01-13T15:55:36Z,2026-01-13T15:57:06Z,2,5
SYN-20260113-AFTERNOONPEAK-0113,2026-01-13,Afternoon peak,2026-01-13T15:55:47Z,2026-01-13T15:55:47Z,2026-01-13T15:56:58Z,3,5
SYN-20260113-AFTERNOONPEAK-0114,2026-01-13,Afternoon peak,2026-01-13T15:56:47Z,2026-01-13T15:56:47Z,2026-01-13T16:01:49Z,5,5
SYN-20260113-AFTERNOONPEAK-0115,2026-01-13,Afternoon peak,2026-01-13T15:57:01Z,2026-01-13T15:57:01Z,2026-01-13T15:58:15Z,3,5
SYN-20260113-AFTERNOONPEAK-0116,2026-01-13,Afternoon peak,2026-01-13T15:57:19Z,2026-01-13T15:57:19Z,2026-01-13T16:11:00Z,2,5
SYN-20260113-AFTERNOONPEAK-0117,2026-01-13,Afternoon peak,2026-01-13T15:58:03Z,2026-01-13T15:58:15Z,2026-01-13T16:09:56Z,3,5
SYN-20260113-AFTERNOONPEAK-0118,2026-01-13,Afternoon peak,2026-01-13T15:58:38Z,2026-01-13T16:00:18Z,2026-01-13T16:00:33Z,4,5
SYN-20260113-AFTERNOONPEAK-0119,2026-01-13,Afternoon peak,2026-01-13T15:58:57Z,2026-01-13T16:00:32Z,2026-01-13T16:00:49Z,1,5
SYN-20260113-EVENING-0001,2026-01-13,Evening,2026-01-13T18:02:03Z,2026-01-13T18:02:03Z,2026-01-13T18:04:59Z,3,4
SYN-20260113-EVENING-0002,2026-01-13,Evening,2026-01-13T18:02:58Z,2026-01-13T18:02:58Z,2026-01-13T18:06:16Z,2,4
SYN-20260113-EVENING-0003,2026-01-13,Evening,2026-01-13T18:07:04Z,2026-01-13T18:07:04Z,2026-01-13T18:08:04Z,1,4
SYN-20260113-EVENING-0004,2026-01-13,Evening,2026-01-13T18:08:16Z,2026-01-13T18:08:16Z,2026-01-13T18:18:27Z,4,4
SYN-20260113-EVENING-0005,2026-01-13,Evening,2026-01-13T18:09:32Z,2026-01-13T18:09:32Z,2026-01-13T18:14:27Z,3,4
SYN-20260113-EVENING-0006,2026-01-13,Evening,2026-01-13T18:10:40Z,2026-01-13T18:10:40Z,2026-01-13T18:11:41Z,2,4
SYN-20260113-EVENING-0007,2026-01-13,Evening,2026-01-13T18:11:19Z,2026-01-13T18:11:19Z,2026-01-13T18:11:57Z,1,4
SYN-20260113-EVENING-0008,2026-01-13,Evening,2026-01-13T18:12:27Z,2026-01-13T18:12:27Z,2026-01-13T18:24:22Z,2,4
SYN-20260113-EVENING-0009,2026-01-13,Evening,2026-01-13T18:12:49Z,2026-01-13T18:12:49Z,2026-01-13T18:13:11Z,1,4
SYN-20260113-EVENING-0010,2026-01-13,Evening,2026-01-13T18:18:01Z,2026-01-13T18:18:01Z,2026-01-13T18:20:41Z,1,4
SYN-20260113-EVENING-0011,2026-01-13,Evening,2026-01-13T18:18:10Z,2026-01-13T18:18:10Z,2026-01-13T18:26:42Z,3,4
SYN-20260113-EVENING-0012,2026-01-13,Evening,2026-01-13T18:19:12Z,2026-01-13T18:19:12Z,2026-01-13T18:24:15Z,4,4
SYN-20260113-EVENING-0013,2026-01-13,Evening,2026-01-13T18:20:25Z,2026-01-13T18:20:41Z,2026-01-13T18:23:54Z,1,4
SYN-20260113-EVENING-0014,2026-01-13,Evening,2026-01-13T18:22:54Z,2026-01-13T18:23:54Z,2026-01-13T18:31:42Z,1,4
SYN-20260113-EVENING-0015,2026-01-13,Evening,2026-01-13T18:26:00Z,2026-01-13T18:26:00Z,2026-01-13T18:31:37Z,4,4
SYN-20260113-EVENING-0016,2026-01-13,Evening,2026-01-13T18:28:33Z,2026-01-13T18:28:33Z,2026-01-13T18:32:09Z,2,4
SYN-20260113-EVENING-0017,2026-01-13,Evening,2026-01-13T18:29:14Z,2026-01-13T18:29:14Z,2026-01-13T18:33:13Z,3,4
SYN-20260113-EVENING-0018,2026-01-13,Evening,2026-01-13T18:30:59Z,2026-01-13T18:31:37Z,2026-01-13T18:31:49Z,4,4
SYN-20260113-EVENING-0019,2026-01-13,Evening,2026-01-13T18:32:05Z,2026-01-13T18:32:05Z,2026-01-13T18:38:02Z,1,4
SYN-20260113-EVENING-0020,2026-01-13,Evening,2026-01-13T18:33:48Z,2026-01-13T18:33:48Z,2026-01-13T18:35:31Z,4,4
SYN-20260113-EVENING-0021,2026-01-13,Evening,2026-01-13T18:34:12Z,2026-01-13T18:34:12Z,2026-01-13T18:35:04Z,2,4
SYN-20260113-EVENING-0022,2026-01-13,Evening,2026-01-13T18:34:59Z,2026-01-13T18:34:59Z,2026-01-13T18:40:23Z,3,4
SYN-20260113-EVENING-0023,2026-01-13,Evening,2026-01-13T18:37:45Z,2026-01-13T18:37:45Z,2026-01-13T18:38:25Z,2,4
SYN-20260113-EVENING-0024,2026-01-13,Evening,2026-01-13T18:39:15Z,2026-01-13T18:39:15Z,2026-01-13T18:40:20Z,4,4
SYN-20260113-EVENING-0025,2026-01-13,Evening,2026-01-13T18:39:46Z,2026-01-13T18:39:46Z,2026-01-13T18:43:14Z,1,4
SYN-20260113-EVENING-0026,2026-01-13,Evening,2026-01-13T18:40:07Z,2026-01-13T18:40:07Z,2026-01-13T18:41:22Z,2,4
SYN-20260113-EVENING-0027,2026-01-13,Evening,2026-01-13T18:40:59Z,2026-01-13T18:40:59Z,2026-01-13T18:51:13Z,4,4
SYN-20260113-EVENING-0028,2026-01-13,Evening,2026-01-13T18:41:57Z,2026-01-13T18:41:57Z,2026-01-13T18:49:06Z,3,4
SYN-20260113-EVENING-0029,2026-01-13,Evening,2026-01-13T18:42:10Z,2026-01-13T18:42:10Z,2026-01-13T18:45:11Z,2,4
SYN-20260113-EVENING-0030,2026-01-13,Evening,2026-01-13T18:49:48Z,2026-01-13T18:49:48Z,2026-01-13T18:59:36Z,1,4
SYN-20260113-EVENING-0031,2026-01-13,Evening,2026-01-13T18:50:08Z,2026-01-13T18:50:08Z,2026-01-13T18:56:01Z,2,4
SYN-20260113-EVENING-0032,2026-01-13,Evening,2026-01-13T18:51:43Z,2026-01-13T18:51:43Z,2026-01-13T18:55:34Z,3,4
SYN-20260113-EVENING-0033,2026-01-13,Evening,2026-01-13T18:51:45Z,2026-01-13T18:51:45Z,2026-01-13T18:54:30Z,4,4
SYN-20260113-EVENING-0034,2026-01-13,Evening,2026-01-13T18:56:02Z,2026-01-13T18:56:02Z,2026-01-13T19:12:34Z,4,4
SYN-20260113-EVENING-0035,2026-01-13,Evening,2026-01-13T18:57:08Z,2026-01-13T18:57:08Z,2026-01-13T18:57:54Z,3,4
SYN-20260113-EVENING-0036,2026-01-13,Evening,2026-01-13T18:57:11Z,2026-01-13T18:57:11Z,2026-01-13T18:57:44Z,2,4
SYN-20260113-EVENING-0037,2026-01-13,Evening,2026-01-13T19:02:07Z,2026-01-13T19:02:07Z,2026-01-13T19:05:01Z,2,4
SYN-20260113-EVENING-0038,2026-01-13,Evening,2026-01-13T19:02:23Z,2026-01-13T19:02:23Z,2026-01-13T19:10:52Z,3,4
SYN-20260113-EVENING-0039,2026-01-13,Evening,2026-01-13T19:02:28Z,2026-01-13T19:02:28Z,2026-01-13T19:03:47Z,1,4
SYN-20260113-EVENING-0040,2026-01-13,Evening,2026-01-13T19:03:35Z,2026-01-13T19:03:47Z,2026-01-13T19:08:48Z,1,4
SYN-20260113-EVENING-0041,2026-01-13,Evening,2026-01-13T19:03:53Z,2026-01-13T19:05:01Z,2026-01-13T19:13:41Z,2,4
SYN-20260113-EVENING-0042,2026-01-13,Evening,2026-01-13T19:04:57Z,2026-01-13T19:08:48Z,2026-01-13T19:09:26Z,1,4
SYN-20260113-EVENING-0043,2026-01-13,Evening,2026-01-13T19:06:55Z,2026-01-13T19:09:26Z,2026-01-13T19:11:46Z,1,4
SYN-20260113-EVENING-0044,2026-01-13,Evening,2026-01-13T19:06:56Z,2026-01-13T19:10:52Z,2026-01-13T19:14:12Z,3,4
SYN-20260113-EVENING-0045,2026-01-13,Evening,2026-01-13T19:07:41Z,2026-01-13T19:11:46Z,2026-01-13T19:16:49Z,1,4
SYN-20260113-EVENING-0046,2026-01-13,Evening,2026-01-13T19:09:13Z,2026-01-13T19:12:34Z,2026-01-13T19:27:45Z,4,4
SYN-20260113-EVENING-0047,2026-01-13,Evening,2026-01-13T19:11:18Z,2026-01-13T19:13:41Z,2026-01-13T19:13:51Z,2,4
SYN-20260113-EVENING-0048,2026-01-13,Evening,2026-01-13T19:11:56Z,2026-01-13T19:13:51Z,2026-01-13T19:17:21Z,2,4
SYN-20260113-EVENING-0049,2026-01-13,Evening,2026-01-13T19:12:49Z,2026-01-13T19:14:12Z,2026-01-13T19:18:30Z,3,4
SYN-20260113-EVENING-0050,2026-01-13,Evening,2026-01-13T19:15:08Z,2026-01-13T19:16:49Z,2026-01-13T19:22:29Z,1,4
SYN-20260113-EVENING-0051,2026-01-13,Evening,2026-01-13T19:18:13Z,2026-01-13T19:18:13Z,2026-01-13T19:22:13Z,2,4
SYN-20260113-EVENING-0052,2026-01-13,Evening,2026-01-13T19:19:36Z,2026-01-13T19:19:36Z,2026-01-13T19:20:22Z,3,4
SYN-20260113-EVENING-0053,2026-01-13,Evening,2026-01-13T19:21:16Z,2026-01-13T19:21:16Z,2026-01-13T19:23:49Z,3,4
SYN-20260113-EVENING-0054,2026-01-13,Evening,2026-01-13T19:21:40Z,2026-01-13T19:22:13Z,2026-01-13T19:32:44Z,2,4
SYN-20260113-EVENING-0055,2026-01-13,Evening,2026-01-13T19:23:49Z,2026-01-13T19:23:49Z,2026-01-13T19:24:26Z,1,4
SYN-20260113-EVENING-0056,2026-01-13,Evening,2026-01-13T19:27:45Z,2026-01-13T19:27:45Z,2026-01-13T19:31:07Z,3,4
SYN-20260113-EVENING-0057,2026-01-13,Evening,2026-01-13T19:28:50Z,2026-01-13T19:28:50Z,2026-01-13T19:35:58Z,1,4
SYN-20260113-EVENING-0058,2026-01-13,Evening,2026-01-13T19:31:21Z,2026-01-13T19:31:21Z,2026-01-13T19:53:34Z,4,4
SYN-20260113-EVENING-0059,2026-01-13,Evening,2026-01-13T19:31:32Z,2026-01-13T19:31:32Z,2026-01-13T19:35:52Z,3,4
SYN-20260113-EVENING-0060,2026-01-13,Evening,2026-01-13T19:32:34Z,2026-01-13T19:32:44Z,2026-01-13T19:32:53Z,2,4
SYN-20260113-EVENING-0061,2026-01-13,Evening,2026-01-13T19:33:47Z,2026-01-13T19:33:47Z,2026-01-13T19:39:33Z,2,4
SYN-20260113-EVENING-0062,2026-01-13,Evening,2026-01-13T19:36:10Z,2026-01-13T19:36:10Z,2026-01-13T19:40:43Z,3,4
SYN-20260113-EVENING-0063,2026-01-13,Evening,2026-01-13T19:36:55Z,2026-01-13T19:36:55Z,2026-01-13T19:44:00Z,1,4
SYN-20260113-EVENING-0064,2026-01-13,Evening,2026-01-13T19:39:24Z,2026-01-13T19:39:33Z,2026-01-13T19:41:06Z,2,4
SYN-20260113-EVENING-0065,2026-01-13,Evening,2026-01-13T19:40:45Z,2026-01-13T19:40:45Z,2026-01-13T19:43:46Z,3,4
SYN-20260113-EVENING-0066,2026-01-13,Evening,2026-01-13T19:42:15Z,2026-01-13T19:42:15Z,2026-01-13T19:42:30Z,2,4
SYN-20260113-EVENING-0067,2026-01-13,Evening,2026-01-13T19:42:22Z,2026-01-13T19:42:30Z,2026-01-13T19:47:32Z,2,4
SYN-20260113-EVENING-0068,2026-01-13,Evening,2026-01-13T19:43:33Z,2026-01-13T19:43:46Z,2026-01-13T19:51:34Z,3,4
SYN-20260113-EVENING-0069,2026-01-13,Evening,2026-01-13T19:44:26Z,2026-01-13T19:44:26Z,2026-01-13T20:05:00Z,1,4
SYN-20260113-EVENING-0070,2026-01-13,Evening,2026-01-13T19:46:09Z,2026-01-13T19:47:32Z,2026-01-13T19:50:41Z,2,4
SYN-20260113-EVENING-0071,2026-01-13,Evening,2026-01-13T19:48:03Z,2026-01-13T19:50:41Z,2026-01-13T19:51:05Z,2,4
SYN-20260113-EVENING-0072,2026-01-13,Evening,2026-01-13T19:49:59Z,2026-01-13T19:51:05Z,2026-01-13T20:00:18Z,2,4
SYN-20260113-EVENING-0073,2026-01-13,Evening,2026-01-13T19:50:28Z,2026-01-13T19:51:34Z,2026-01-13T19:58:08Z,3,4
SYN-20260113-EVENING-0074,2026-01-13,Evening,2026-01-13T19:55:29Z,2026-01-13T19:55:29Z,2026-01-13T20:00:07Z,4,4
SYN-20260113-EVENING-0075,2026-01-13,Evening,2026-01-13T19:57:38Z,2026-01-13T19:58:08Z,2026-01-13T19:58:13Z,3,4
SYN-20260113-EVENING-0076,2026-01-13,Evening,2026-01-13T19:58:26Z,2026-01-13T19:58:26Z,2026-01-13T20:00:02Z,3,4
SYN-20260114-MORNINGPEAK-0001,2026-01-14,Morning peak,2026-01-14T06:01:56Z,2026-01-14T06:01:56Z,2026-01-14T06:03:41Z,6,6
SYN-20260114-MORNINGPEAK-0002,2026-01-14,Morning peak,2026-01-14T06:02:02Z,2026-01-14T06:02:02Z,2026-01-14T06:03:14Z,2,6
SYN-20260114-MORNINGPEAK-0003,2026-01-14,Morning peak,2026-01-14T06:02:29Z,2026-01-14T06:02:29Z,2026-01-14T06:08:32Z,1,6
SYN-20260114-MORNINGPEAK-0004,2026-01-14,Morning peak,2026-01-14T06:02:40Z,2026-01-14T06:03:14Z,2026-01-14T06:09:16Z,2,6
SYN-20260114-MORNINGPEAK-0005,2026-01-14,Morning peak,2026-01-14T06:03:57Z,2026-01-14T06:03:57Z,2026-01-14T06:06:04Z,6,6
SYN-20260114-MORNINGPEAK-0006,2026-01-14,Morning peak,2026-01-14T06:04:06Z,2026-01-14T06:06:04Z,2026-01-14T06:07:18Z,6,6
SYN-20260114-MORNINGPEAK-0007,2026-01-14,Morning peak,2026-01-14T06:05:37Z,2026-01-14T06:06:59Z,2026-01-14T06:09:22Z,5,6
SYN-20260114-MORNINGPEAK-0008,2026-01-14,Morning peak,2026-01-14T06:06:09Z,2026-01-14T06:07:18Z,2026-01-14T06:07:34Z,6,6
SYN-20260114-MORNINGPEAK-0009,2026-01-14,Morning peak,2026-01-14T06:06:40Z,2026-01-14T06:07:34Z,2026-01-14T06:07:55Z,6,6
SYN-20260114-MORNINGPEAK-0010,2026-01-14,Morning peak,2026-01-14T06:06:41Z,2026-01-14T06:07:55Z,2026-01-14T06:12:01Z,6,6
SYN-20260114-MORNINGPEAK-0011,2026-01-14,Morning peak,2026-01-14T06:06:54Z,2026-01-14T06:08:32Z,2026-01-14T06:20:38Z,1,6
SYN-20260114-MORNINGPEAK-0012,2026-01-14,Morning peak,2026-01-14T06:08:18Z,2026-01-14T06:08:46Z,2026-01-14T06:10:12Z,3,6
SYN-20260114-MORNINGPEAK-0013,2026-01-14,Morning peak,2026-01-14T06:09:09Z,2026-01-14T06:09:09Z,2026-01-14T06:13:26Z,4,6
SYN-20260114-MORNINGPEAK-0014,2026-01-14,Morning peak,2026-01-14T06:10:36Z,2026-01-14T06:10:36Z,2026-01-14T06:16:32Z,2,6
SYN-20260114-MORNINGPEAK-0015,2026-01-14,Morning peak,2026-01-14T06:10:58Z,2026-01-14T06:10:58Z,2026-01-14T06:11:57Z,5,6
SYN-20260114-MORNINGPEAK-0016,2026-01-14,Morning peak,2026-01-14T06:11:52Z,2026-01-14T06:11:52Z,2026-01-14T06:13:32Z,3,6
SYN-20260114-MORNINGPEAK-0017,2026-01-14,Morning peak,2026-01-14T06:13:19Z,2026-01-14T06:13:19Z,2026-01-14T06:16:57Z,5,6
SYN-20260114-MORNINGPEAK-0018,2026-01-14,Morning peak,2026-01-14T06:13:46Z,2026-01-14T06:13:46Z,2026-01-14T06:15:05Z,6,6
SYN-20260114-MORNINGPEAK-0019,2026-01-14,Morning peak,2026-01-14T06:14:51Z,2026-01-14T06:14:51Z,2026-01-14T06:15:07Z,4,6
SYN-20260114-MORNINGPEAK-0020,2026-01-14,Morning peak,2026-01-14T06:15:57Z,2026-01-14T06:15:57Z,2026-01-14T06:18:05Z,3,6
SYN-20260114-MORNINGPEAK-0021,2026-01-14,Morning peak,2026-01-14T06:16:26Z,2026-01-14T06:16:26Z,2026-01-14T06:18:39Z,6,6
SYN-20260114-MORNINGPEAK-0022,2026-01-14,Morning peak,2026-01-14T06:16:36Z,2026-01-14T06:16:36Z,2026-01-14T06:17:50Z,4,6
SYN-20260114-MORNINGPEAK-0023,2026-01-14,Morning peak,2026-01-14T06:16:44Z,2026-01-14T06:16:44Z,2026-01-14T06:23:45Z,2,6
SYN-20260114-MORNINGPEAK-0024,2026-01-14,Morning peak,2026-01-14T06:16:47Z,2026-01-14T06:16:57Z,2026-01-14T06:19:53Z,5,6
SYN-20260114-MORNINGPEAK-0025,2026-01-14,Morning peak,2026-01-14T06:19:20Z,2026-01-14T06:19:20Z,2026-01-14T06:37:47Z,4,6
SYN-20260114-MORNINGPEAK-0026,2026-01-14,Morning peak,2026-01-14T06:19:21Z,2026-01-14T06:19:21Z,2026-01-14T06:23:08Z,3,6
SYN-20260114-MORNINGPEAK-0027,2026-01-14,Morning peak,2026-01-14T06:20:07Z,2026-01-14T06:20:07Z,2026-01-14T06:21:33Z,6,6
SYN-20260114-MORNINGPEAK-0028,2026-01-14,Morning peak,2026-01-14T06:20:48Z,2026-01-14T06:20:48Z,2026-01-14T06:23:11Z,5,6
SYN-20260114-MORNINGPEAK-0029,2026-01-14,Morning peak,2026-01-14T06:21:21Z,2026-01-14T06:21:21Z,2026-01-14T06:26:53Z,1,6
SYN-20260114-MORNINGPEAK-0030,2026-01-14,Morning peak,2026-01-14T06:22:22Z,2026-01-14T06:22:22Z,2026-01-14T06:25:20Z,6,6
SYN-20260114-MORNINGPEAK-0031,2026-01-14,Morning peak,2026-01-14T06:22:32Z,2026-01-14T06:23:08Z,2026-01-14T06:31:18Z,3,6
SYN-20260114-MORNINGPEAK-0032,2026-01-14,Morning peak,2026-01-14T06:22:38Z,2026-01-14T06:23:11Z,2026-01-14T06:26:46Z,5,6
SYN-20260114-MORNINGPEAK-0033,2026-01-14,Morning peak,2026-01-14T06:23:14Z,2026-01-14T06:23:45Z,2026-01-14T06:34:45Z,2,6
SYN-20260114-MORNINGPEAK-0034,2026-01-14,Morning peak,2026-01-14T06:23:18Z,2026-01-14T06:25:20Z,2026-01-14T06:31:20Z,6,6
SYN-20260114-MORNINGPEAK-0035,2026-01-14,Morning peak,2026-01-14T06:24:11Z,2026-01-14T06:26:46Z,2026-01-14T06:28:43Z,5,6
SYN-20260114-MORNINGPEAK-0036,2026-01-14,Morning peak,2026-01-14T06:24:52Z,2026-01-14T06:26:53Z,2026-01-14T06:40:10Z,1,6
SYN-20260114-MORNINGPEAK-0037,2026-01-14,Morning peak,2026-01-14T06:25:01Z,2026-01-14T06:28:43Z,2026-01-14T06:33:22Z,5,6
SYN-20260114-MORNINGPEAK-0038,2026-01-14,Morning peak,2026-01-14T06:25:57Z,2026-01-14T06:31:18Z,2026-01-14T06:32:14Z,3,6
SYN-20260114-MORNINGPEAK-0039,2026-01-14,Morning peak,2026-01-14T06:26:11Z,2026-01-14T06:31:20Z,2026-01-14T06:32:43Z,6,6
SYN-20260114-MORNINGPEAK-0040,2026-01-14,Morning peak,2026-01-14T06:26:23Z,2026-01-14T06:32:14Z,2026-01-14T06:36:00Z,3,6
SYN-20260114-MORNINGPEAK-0041,2026-01-14,Morning peak,2026-01-14T06:28:27Z,2026-01-14T06:32:43Z,2026-01-14T06:41:10Z,6,6
SYN-20260114-MORNINGPEAK-0042,2026-01-14,Morning peak,2026-01-14T06:30:26Z,2026-01-14T06:33:22Z,2026-01-14T06:34:56Z,5,6
SYN-20260114-MORNINGPEAK-0043,2026-01-14,Morning peak,2026-01-14T06:30:43Z,2026-01-14T06:34:45Z,2026-01-14T06:38:52Z,2,6
SYN-20260114-MORNINGPEAK-0044,2026-01-14,Morning peak,2026-01-14T06:31:48Z,2026-01-14T06:34:56Z,2026-01-14T06:36:23Z,5,6
SYN-20260114-MORNINGPEAK-0045,2026-01-14,Morning peak,2026-01-14T06:33:00Z,2026-01-14T06:36:00Z,2026-01-14T06:36:01Z,3,6
SYN-20260114-MORNINGPEAK-0046,2026-01-14,Morning peak,2026-01-14T06:34:10Z,2026-01-14T06:36:01Z,2026-01-14T06:38:16Z,3,6
SYN-20260114-MORNINGPEAK-0047,2026-01-14,Morning peak,2026-01-14T06:34:28Z,2026-01-14T06:36:23Z,2026-01-14T06:39:25Z,5,6
SYN-20260114-MORNINGPEAK-0048,2026-01-14,Morning peak,2026-01-14T06:35:03Z,2026-01-14T06:37:47Z,2026-01-14T06:48:49Z,4,6
SYN-20260114-MORNINGPEAK-0049,2026-01-14,Morning peak,2026-01-14T06:35:18Z,2026-01-14T06:38:16Z,2026-01-14T06:46:47Z,3,6
SYN-20260114-MORNINGPEAK-0050,2026-01-14,Morning peak,2026-01-14T06:35:26Z,2026-01-14T06:38:52Z,2026-01-14T06:39:29Z,2,6
SYN-20260114-MORNINGPEAK-0051,2026-01-14,Morning peak,2026-01-14T06:39:22Z,2026-01-14T06:39:25Z,2026-01-14T06:40:47Z,5,6
SYN-20260114-MORNINGPEAK-0052,2026-01-14,Morning peak,2026-01-14T06:39:36Z,2026-01-14T06:39:36Z,2026-01-14T06:40:33Z,2,6
SYN-20260114-MORNINGPEAK-0053,2026-01-14,Morning peak,2026-01-14T06:39:58Z,2026-01-14T06:40:10Z,2026-01-14T06:45:28Z,1,6
SYN-20260114-MORNINGPEAK-0054,2026-01-14,Morning peak,2026-01-14T06:40:08Z,2026-01-14T06:40:33Z,2026-01-14T06:41:36Z,2,6
SYN-20260114-MORNINGPEAK-0055,2026-01-14,Morning peak,2026-01-14T06:40:33Z,2026-01-14T06:40:47Z,2026-01-14T06:46:54Z,5,6
SYN-20260114-MORNINGPEAK-0056,2026-01-14,Morning peak,2026-01-14T06:41:23Z,2026-01-14T06:41:23Z,2026-01-14T06:45:54Z,6,6
SYN-20260114-MORNINGPEAK-0057,2026-01-14,Morning peak,2026-01-14T06:41:28Z,2026-01-14T06:41:36Z,2026-01-14T06:42:35Z,2,6
SYN-20260114-MORNINGPEAK-0058,2026-01-14,Morning peak,2026-01-14T06:43:09Z,2026-01-14T06:43:09Z,2026-01-14T06:56:46Z,2,6
SYN-20260114-MORNINGPEAK-0059,2026-01-14,Morning peak,2026-01-14T06:44:13Z,2026-01-14T06:45:28Z,2026-01-14T07:01:34Z,1,6
SYN-20260114-MORNINGPEAK-0060,2026-01-14,Morning peak,2026-01-14T06:44:21Z,2026-01-14T06:45:54Z,2026-01-14T06:49:54Z,6,6
SYN-20260114-MORNINGPEAK-0061,2026-01-14,Morning peak,2026-01-14T06:44:39Z,2026-01-14T06:46:47Z,2026-01-14T06:46:53Z,3,6
SYN-20260114-MORNINGPEAK-0062,2026-01-14,Morning peak,2026-01-14T06:45:01Z,2026-01-14T06:46:53Z,2026-01-14T06:49:40Z,3,6
SYN-20260114-MORNINGPEAK-0063,2026-01-14,Morning peak,2026-01-14T06:46:19Z,2026-01-14T06:46:54Z,2026-01-14T06:48:24Z,5,6
SYN-20260114-MORNINGPEAK-0064,2026-01-14,Morning peak,2026-01-14T06:47:10Z,2026-01-14T06:48:24Z,2026-01-14T06:58:01Z,5,6
SYN-20260114-MORNINGPEAK-0065,2026-01-14,Morning peak,2026-01-14T06:47:18Z,2026-01-14T06:48:49Z,2026-01-14T06:51:21Z,4,6
SYN-20260114-MORNINGPEAK-0066,2026-01-14,Morning peak,2026-01-14T06:47:35Z,2026-01-14T06:49:40Z,2026-01-14T06:49:53Z,3,6
SYN-20260114-MORNINGPEAK-0067,2026-01-14,Morning peak,2026-01-14T06:47:55Z,2026-01-14T06:49:53Z,2026-01-14T06:56:16Z,3,6
SYN-20260114-MORNINGPEAK-0068,2026-01-14,Morning peak,2026-01-14T06:48:01Z,2026-01-14T06:49:54Z,2026-01-14T06:51:46Z,6,6
SYN-20260114-MORNINGPEAK-0069,2026-01-14,Morning peak,2026-01-14T06:48:02Z,2026-01-14T06:51:21Z,2026-01-14T06:52:23Z,4,6
SYN-20260114-MORNINGPEAK-0070,2026-01-14,Morning peak,2026-01-14T06:48:16Z,2026-01-14T06:51:46Z,2026-01-14T06:56:24Z,6,6
SYN-20260114-MORNINGPEAK-0071,2026-01-14,Morning peak,2026-01-14T06:48:21Z,2026-01-14T06:52:23Z,2026-01-14T06:53:33Z,4,6
SYN-20260114-MORNINGPEAK-0072,2026-01-14,Morning peak,2026-01-14T06:48:33Z,2026-01-14T06:53:33Z,2026-01-14T07:02:29Z,4,6
SYN-20260114-MORNINGPEAK-0073,2026-01-14,Morning peak,2026-01-14T06:48:34Z,2026-01-14T06:56:16Z,2026-01-14T06:59:19Z,3,6
SYN-20260114-MORNINGPEAK-0074,2026-01-14,Morning peak,2026-01-14T06:49:07Z,2026-01-14T06:56:24Z,2026-01-14T07:02:03Z,6,6
SYN-20260114-MORNINGPEAK-0075,2026-01-14,Morning peak,2026-01-14T06:49:24Z,2026-01-14T06:56:46Z,2026-01-14T06:56:57Z,2,6
SYN-20260114-MORNINGPEAK-0076,2026-01-14,Morning peak,2026-01-14T06:50:10Z,2026-01-14T06:56:57Z,2026-01-14T06:59:36Z,2,6
SYN-20260114-MORNINGPEAK-0077,2026-01-14,Morning peak,2026-01-14T06:50:31Z,2026-01-14T06:58:01Z,2026-01-14T07:03:03Z,5,6
SYN-20260114-MORNINGPEAK-0078,2026-01-14,Morning peak,2026-01-14T06:50:58Z,2026-01-14T06:59:19Z,2026-01-14T07:02:35Z,3,6
SYN-20260114-MORNINGPEAK-0079,2026-01-14,Morning peak,2026-01-14T06:51:47Z,2026-01-14T06:59:36Z,2026-01-14T07:04:32Z,2,6
SYN-20260114-MORNINGPEAK-0080,2026-01-14,Morning peak,2026-01-14T06:52:31Z,2026-01-14T07:01:34Z,2026-01-14T07:03:36Z,1,6
SYN-20260114-MORNINGPEAK-0081,2026-01-14,Morning peak,2026-01-14T06:53:53Z,2026-01-14T07:02:03Z,2026-01-14T07:24:00Z,6,6
SYN-20260114-MORNINGPEAK-0082,2026-01-14,Morning peak,2026-01-14T06:54:53Z,2026-01-14T07:02:29Z,2026-01-14T07:03:50Z,4,6
